,filename,idx,label,confidence
0,AFDB_pasien_AF 1.csv,0,AF,0.5939880609512329
1,AFDB_pasien_AF 1.csv,1,AF,0.5144010186195374
2,AFDB_pasien_AF 1.csv,2,AF,0.9999923706054688
3,AFDB_pasien_AF 1.csv,3,N,0.9168879389762878
4,AFDB_pasien_AF 1.csv,4,AF,0.6885727643966675
5,AFDB_pasien_AF 1.csv,5,AF,0.9939603805541992
6,AFDB_pasien_AF 1.csv,6,AF,0.99959796667099
7,AFDB_pasien_AF 1.csv,7,AF,0.9920143485069275
8,AFDB_pasien_AF 1.csv,8,AF,0.5703616738319397
9,AFDB_pasien_AF 1.csv,9,AF,0.6903671026229858
10,AFDB_pasien_AF 1.csv,10,AF,0.9980637431144714
11,AFDB_pasien_AF 1.csv,11,N,0.5065779685974121
12,AFDB_pasien_AF 1.csv,12,N,0.9278362393379211
13,AFDB_pasien_AF 1.csv,13,N,0.7950376868247986
14,AFDB_pasien_AF 1.csv,14,AF,0.9997615218162537
15,AFDB_pasien_AF 1.csv,15,AF,0.6633772253990173
16,AFDB_pasien_AF 1.csv,16,AF,0.5986801385879517
17,AFDB_pasien_AF 1.csv,17,AF,0.7722270488739014
18,AFDB_pasien_AF 1.csv,18,AF,0.9999773502349854
19,AFDB_pasien_AF 1.csv,19,AF,0.627744734287262
20,AFDB_pasien_AF 1.csv,20,N,0.998246431350708
21,AFDB_pasien_AF 1.csv,21,AF,0.9997994303703308
22,AFDB_pasien_AF 1.csv,22,AF,0.9106591939926147
23,AFDB_pasien_AF 1.csv,23,AF,0.9268966317176819
24,AFDB_pasien_AF 1.csv,24,AF,0.9961429238319397
25,AFDB_pasien_AF 1.csv,25,AF,0.9841775894165039
26,AFDB_pasien_AF 1.csv,26,AF,0.8166354894638062
27,AFDB_pasien_AF 1.csv,27,AF,0.9913108348846436
28,AFDB_pasien_AF 1.csv,28,AF,0.9966444969177246
29,AFDB_pasien_AF 1.csv,29,N,0.9585055708885193
30,AFDB_pasien_AF 1.csv,30,N,0.708716869354248
31,AFDB_pasien_AF 1.csv,31,N,0.9800524711608887
32,AFDB_pasien_AF 1.csv,32,AF,0.9208469390869141
33,AFDB_pasien_AF 1.csv,33,AF,0.9541335105895996
34,AFDB_pasien_AF 1.csv,34,AF,0.7821546196937561
35,AFDB_pasien_AF 1.csv,35,N,0.6006399393081665
36,AFDB_pasien_AF 1.csv,36,AF,0.5378468036651611
37,AFDB_pasien_AF 1.csv,37,AF,0.9999761581420898
38,AFDB_pasien_AF 1.csv,38,AF,0.9901342988014221
39,AFDB_pasien_AF 1.csv,39,AF,0.7570968270301819
40,AFDB_pasien_AF 1.csv,40,N,0.8154422044754028
41,AFDB_pasien_AF 1.csv,41,AF,0.7404449582099915
42,AFDB_pasien_AF 1.csv,42,AF,0.9051759839057922
43,AFDB_pasien_AF 1.csv,43,AF,0.9998495578765869
44,AFDB_pasien_AF 1.csv,44,AF,0.8524554967880249
45,AFDB_pasien_AF 1.csv,45,AF,0.9994090795516968
46,AFDB_pasien_AF 1.csv,46,AF,0.6638824939727783
47,AFDB_pasien_AF 1.csv,47,AF,0.9671168327331543
48,AFDB_pasien_AF 1.csv,48,N,0.8858062028884888
49,AFDB_pasien_AF 1.csv,49,AF,0.9955102205276489
50,AFDB_pasien_AF 1.csv,50,AF,0.9544714689254761
51,AFDB_pasien_AF 1.csv,51,AF,0.9095067381858826
