,filename,idx,label,confidence
0,AFDB_pasien_AF 7.csv,0,AF,0.8112872838973999
1,AFDB_pasien_AF 7.csv,1,AF,0.9935344457626343
2,AFDB_pasien_AF 7.csv,2,AF,0.9376763105392456
3,AFDB_pasien_AF 7.csv,3,AF,0.7872811555862427
4,AFDB_pasien_AF 7.csv,4,AF,0.961487352848053
5,AFDB_pasien_AF 7.csv,5,AF,0.9500808715820312
6,AFDB_pasien_AF 7.csv,6,AF,0.975806474685669
7,AFDB_pasien_AF 7.csv,7,N,0.8818339109420776
8,AFDB_pasien_AF 7.csv,8,AF,0.9999430179595947
9,AFDB_pasien_AF 7.csv,9,AF,0.9299055337905884
10,AFDB_pasien_AF 7.csv,10,AF,0.999804675579071
11,AFDB_pasien_AF 7.csv,11,AF,0.999284565448761
12,AFDB_pasien_AF 7.csv,12,AF,0.9966893196105957
13,AFDB_pasien_AF 7.csv,13,AF,0.9949901700019836
14,AFDB_pasien_AF 7.csv,14,AF,0.9968709349632263
15,AFDB_pasien_AF 7.csv,15,AF,0.9999523162841797
16,AFDB_pasien_AF 7.csv,16,AF,0.9987195730209351
17,AFDB_pasien_AF 7.csv,17,AF,0.999370276927948
18,AFDB_pasien_AF 7.csv,18,AF,0.9985851049423218
19,AFDB_pasien_AF 7.csv,19,AF,0.9997239708900452
20,AFDB_pasien_AF 7.csv,20,AF,0.9995476603507996
21,AFDB_pasien_AF 7.csv,21,AF,0.9930135607719421
22,AFDB_pasien_AF 7.csv,22,AF,0.9880556464195251
