,filename,idx,label,confidence
0,AFDB_pasien_AF 1.csv,0,AF,0.9807274341583252
1,AFDB_pasien_AF 1.csv,1,N,0.5637996792793274
2,AFDB_pasien_AF 1.csv,2,AF,0.9996432065963745
3,AFDB_pasien_AF 1.csv,3,AF,0.6216548681259155
4,AFDB_pasien_AF 1.csv,4,N,0.9249651432037354
5,AFDB_pasien_AF 1.csv,5,AF,0.9904863238334656
6,AFDB_pasien_AF 1.csv,6,AF,0.9991459846496582
7,AFDB_pasien_AF 1.csv,7,AF,0.9880577325820923
8,AFDB_pasien_AF 1.csv,8,N,0.7335100173950195
9,AFDB_pasien_AF 1.csv,9,AF,0.8545114994049072
10,AFDB_pasien_AF 1.csv,10,AF,0.9886758327484131
11,AFDB_pasien_AF 1.csv,11,AF,0.6291210055351257
12,AFDB_pasien_AF 1.csv,12,N,0.7664176225662231
13,AFDB_pasien_AF 1.csv,13,AF,0.7741619348526001
14,AFDB_pasien_AF 1.csv,14,AF,0.9999250173568726
15,AFDB_pasien_AF 1.csv,15,AF,0.9542284607887268
16,AFDB_pasien_AF 1.csv,16,N,0.8672083020210266
17,AFDB_pasien_AF 1.csv,17,AF,0.9704806804656982
18,AFDB_pasien_AF 1.csv,18,AF,0.9975729584693909
19,AFDB_pasien_AF 1.csv,19,AF,0.5351359844207764
20,AFDB_pasien_AF 1.csv,20,AF,0.525316059589386
21,AFDB_pasien_AF 1.csv,21,AF,0.9964823722839355
22,AFDB_pasien_AF 1.csv,22,AF,0.7466710209846497
23,AFDB_pasien_AF 1.csv,23,AF,0.9978170394897461
24,AFDB_pasien_AF 1.csv,24,AF,0.9329144358634949
25,AFDB_pasien_AF 1.csv,25,AF,0.9998338222503662
26,AFDB_pasien_AF 1.csv,26,AF,0.8374280333518982
27,AFDB_pasien_AF 1.csv,27,AF,0.9584922194480896
28,AFDB_pasien_AF 1.csv,28,AF,0.9980787038803101
29,AFDB_pasien_AF 1.csv,29,AF,0.9600156545639038
30,AFDB_pasien_AF 1.csv,30,N,0.9457380175590515
31,AFDB_pasien_AF 1.csv,31,N,0.5863921046257019
32,AFDB_pasien_AF 1.csv,32,AF,0.9993405938148499
33,AFDB_pasien_AF 1.csv,33,N,0.9611339569091797
34,AFDB_pasien_AF 1.csv,34,N,0.862307608127594
35,AFDB_pasien_AF 1.csv,35,N,0.756004810333252
36,AFDB_pasien_AF 1.csv,36,N,0.5555662512779236
37,AFDB_pasien_AF 1.csv,37,AF,0.9968994855880737
38,AFDB_pasien_AF 1.csv,38,AF,0.9946305751800537
39,AFDB_pasien_AF 1.csv,39,AF,0.985365629196167
40,AFDB_pasien_AF 1.csv,40,N,0.9772657752037048
41,AFDB_pasien_AF 1.csv,41,N,0.9602291584014893
42,AFDB_pasien_AF 1.csv,42,AF,0.6596170663833618
43,AFDB_pasien_AF 1.csv,43,AF,0.9743031859397888
44,AFDB_pasien_AF 1.csv,44,AF,0.9567176103591919
45,AFDB_pasien_AF 1.csv,45,AF,0.9841334819793701
46,AFDB_pasien_AF 1.csv,46,N,0.9702093005180359
47,AFDB_pasien_AF 1.csv,47,N,0.6906395554542542
48,AFDB_pasien_AF 1.csv,48,N,0.9904577732086182
49,AFDB_pasien_AF 1.csv,49,AF,0.9911808371543884
50,AFDB_pasien_AF 1.csv,50,N,0.9590352177619934
51,AFDB_pasien_AF 1.csv,51,N,0.8491275906562805
52,AFDB_pasien_AF 1.csv,52,AF,0.8917718529701233
53,AFDB_pasien_AF 1.csv,53,AF,0.9326004981994629
54,AFDB_pasien_AF 2.csv,0,N,0.9151955246925354
55,AFDB_pasien_AF 2.csv,1,N,0.9629614949226379
56,AFDB_pasien_AF 2.csv,2,N,0.8490794897079468
57,AFDB_pasien_AF 2.csv,3,N,0.8950774669647217
58,AFDB_pasien_AF 2.csv,4,AF,0.9137650728225708
59,AFDB_pasien_AF 2.csv,5,N,0.8909463286399841
60,AFDB_pasien_AF 2.csv,6,N,0.585981547832489
61,AFDB_pasien_AF 2.csv,7,AF,0.9514116644859314
62,AFDB_pasien_AF 2.csv,8,AF,0.6413353085517883
63,AFDB_pasien_AF 2.csv,9,N,0.5895383954048157
64,AFDB_pasien_AF 2.csv,10,N,0.6623370051383972
65,AFDB_pasien_AF 2.csv,11,N,0.5846781730651855
66,AFDB_pasien_AF 2.csv,12,N,0.8917370438575745
67,AFDB_pasien_AF 2.csv,13,AF,0.593178391456604
68,AFDB_pasien_AF 2.csv,14,N,0.9069533348083496
69,AFDB_pasien_AF 2.csv,15,AF,0.8770122528076172
70,AFDB_pasien_AF 2.csv,16,AF,0.7706203460693359
71,AFDB_pasien_AF 2.csv,17,N,0.9636650681495667
72,AFDB_pasien_AF 2.csv,18,AF,0.6017177700996399
73,AFDB_pasien_AF 2.csv,19,AF,0.9938769936561584
74,AFDB_pasien_AF 2.csv,20,AF,0.9510558247566223
75,AFDB_pasien_AF 2.csv,21,N,0.5175997614860535
76,AFDB_pasien_AF 2.csv,22,N,0.923037588596344
77,AFDB_pasien_AF 2.csv,23,N,0.9670261144638062
78,AFDB_pasien_AF 2.csv,24,N,0.9576622247695923
79,AFDB_pasien_AF 2.csv,25,N,0.5726603269577026
80,AFDB_pasien_AF 2.csv,26,N,0.9908711314201355
81,AFDB_pasien_AF 2.csv,27,N,0.954807698726654
82,AFDB_pasien_AF 2.csv,28,N,0.8239055871963501
83,AFDB_pasien_AF 2.csv,29,N,0.9957608580589294
84,AFDB_pasien_AF 2.csv,30,N,0.9907724857330322
85,AFDB_pasien_AF 2.csv,31,N,0.9883275628089905
86,AFDB_pasien_AF 2.csv,32,N,0.8952510356903076
87,AFDB_pasien_AF 2.csv,33,AF,0.5567434430122375
88,AFDB_pasien_AF 2.csv,34,N,0.9679810404777527
89,AFDB_pasien_AF 2.csv,35,N,0.8011956810951233
90,AFDB_pasien_AF 2.csv,36,N,0.9734912514686584
91,AFDB_pasien_AF 2.csv,37,AF,0.8272019624710083
92,AFDB_pasien_AF 2.csv,38,AF,0.8818773031234741
93,AFDB_pasien_AF 2.csv,39,N,0.8664610385894775
94,AFDB_pasien_AF 2.csv,40,N,0.9376413226127625
95,AFDB_pasien_AF 2.csv,41,N,0.9924192428588867
96,AFDB_pasien_AF 2.csv,42,AF,0.5061889290809631
97,AFDB_pasien_AF 2.csv,43,N,0.7294699549674988
98,AFDB_pasien_AF 2.csv,44,N,0.9450326561927795
99,AFDB_pasien_AF 2.csv,45,N,0.9971210360527039
100,AFDB_pasien_AF 2.csv,46,N,0.9861631989479065
101,AFDB_pasien_AF 2.csv,47,N,0.9854879975318909
102,AFDB_pasien_AF 2.csv,48,N,0.5759539008140564
103,AFDB_pasien_AF 2.csv,49,N,0.8140819072723389
104,AFDB_pasien_AF 2.csv,50,AF,0.7272275686264038
105,AFDB_pasien_AF 2.csv,51,N,0.9904606938362122
106,AFDB_pasien_AF 2.csv,52,AF,0.9545521140098572
107,AFDB_pasien_AF 2.csv,53,AF,0.7982287406921387
108,AFDB_pasien_AF 2.csv,54,AF,0.9921464323997498
109,AFDB_pasien_AF 2.csv,55,AF,0.6149576306343079
110,AFDB_pasien_AF 2.csv,56,N,0.7677866816520691
111,AFDB_pasien_AF 2.csv,57,AF,0.9992302656173706
112,AFDB_pasien_AF 2.csv,58,N,0.9866570830345154
113,AFDB_pasien_AF 2.csv,59,N,0.9939655661582947
114,AFDB_pasien_AF 2.csv,60,N,0.9985702037811279
115,AFDB_pasien_AF 2.csv,61,N,0.9527063369750977
116,AFDB_pasien_AF 2.csv,62,N,0.9832065105438232
117,AFDB_pasien_AF 2.csv,63,N,0.6290335655212402
118,AFDB_pasien_AF 2.csv,64,AF,0.9063685536384583
119,AFDB_pasien_AF 2.csv,65,N,0.9870526194572449
120,AFDB_pasien_AF 2.csv,66,AF,0.9890746474266052
121,AFDB_pasien_AF 2.csv,67,N,0.5956953167915344
122,AFDB_pasien_AF 2.csv,68,AF,0.992638349533081
123,AFDB_pasien_AF 2.csv,69,N,0.9998230338096619
124,AFDB_pasien_AF 2.csv,70,N,0.985047459602356
125,AFDB_pasien_AF 2.csv,71,N,0.9946485161781311
126,AFDB_pasien_AF 2.csv,72,N,0.7245051860809326
127,AFDB_pasien_AF 2.csv,73,N,0.9996991157531738
128,AFDB_pasien_AF 2.csv,74,N,0.5550128817558289
129,AFDB_pasien_AF 2.csv,75,N,0.9329851865768433
130,AFDB_pasien_AF 2.csv,76,AF,0.9178575873374939
131,AFDB_pasien_AF 2.csv,77,AF,0.8728545308113098
132,AFDB_pasien_AF 2.csv,78,AF,0.9870684146881104
133,AFDB_pasien_AF 2.csv,79,N,0.999825656414032
134,AFDB_pasien_AF 2.csv,80,N,0.991287887096405
135,AFDB_pasien_AF 2.csv,81,N,0.9999504089355469
136,AFDB_pasien_AF 2.csv,82,AF,0.9708406925201416
137,AFDB_pasien_AF 2.csv,83,AF,0.8355029821395874
138,AFDB_pasien_AF 2.csv,84,N,0.8584974408149719
139,AFDB_pasien_AF 2.csv,85,N,0.9923949241638184
140,AFDB_pasien_AF 2.csv,86,AF,0.9999328851699829
141,AFDB_pasien_AF 2.csv,87,AF,0.8221336007118225
142,AFDB_pasien_AF 2.csv,88,N,0.9986556768417358
143,AFDB_pasien_AF 2.csv,89,AF,0.9998784065246582
144,AFDB_pasien_AF 2.csv,90,N,0.9734998345375061
145,AFDB_pasien_AF 2.csv,91,N,0.6085286736488342
146,AFDB_pasien_AF 2.csv,92,N,0.9995139837265015
147,AFDB_pasien_AF 2.csv,93,AF,0.8409886956214905
148,AFDB_pasien_AF 2.csv,94,N,0.8533682227134705
149,AFDB_pasien_AF 2.csv,95,AF,0.6258672475814819
150,AFDB_pasien_AF 2.csv,96,N,0.9973630309104919
151,AFDB_pasien_AF 2.csv,97,N,0.680682897567749
152,AFDB_pasien_AF 2.csv,98,N,0.8984783291816711
153,AFDB_pasien_AF 2.csv,99,N,0.9691004157066345
154,AFDB_pasien_AF 2.csv,100,N,0.9994542002677917
155,AFDB_pasien_AF 2.csv,101,N,0.6340169310569763
156,AFDB_pasien_AF 2.csv,102,AF,0.9944775700569153
157,AFDB_pasien_AF 2.csv,103,AF,0.7258709669113159
158,AFDB_pasien_AF 2.csv,104,AF,0.9967014193534851
159,AFDB_pasien_AF 2.csv,105,N,0.9708707928657532
160,AFDB_pasien_AF 2.csv,106,AF,0.5981176495552063
161,AFDB_pasien_AF 2.csv,107,AF,0.8806763887405396
162,AFDB_pasien_AF 2.csv,108,N,0.9956920742988586
163,AFDB_pasien_AF 2.csv,109,AF,0.9772980213165283
164,AFDB_pasien_AF 2.csv,110,N,0.8502129912376404
